"idade_posse","valor_total_declarado","nome_completo","municipio","partido","uf_nascimento","genero","grau_instrucao","estado_civil","declar_racial","reeleicao","declar_bens","situacao"
"50","600","ROSILDA MARIA CRUZ SOARES","IGARAPÉ-MIRI","PL","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"44","4994.3","ELIANA BEZERRA DE CARVALHO","MEDICILÂNDIA","PSB","BA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","1200","RAIMUNDO ETEVALDO DA COSTA LIRA","SÃO MIGUEL DO GUAMÁ","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"49","1734.55","MARIA VALDILENI OLIVEIRA DONZA","MÃE DO RIO","MDB","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"48","18994.27","JOSENILDO RODRIGUES DE VILHENA","ABAETETUBA","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","S","S","NÃO ELEITO"
"49","11594.27","BENEDITO SIQUEIRA NUNES","CAMETÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","ELEITO"
"52","14151.27","FRANCISCO ASSIS DA SILVA GOMES","CAMETÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","ELEITO"
"53","8934.27","ANTONIO XAVIER DIAS","CAMETÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"51","16216.55","CARMELINA FELIX DE MORAES BRANDAO","PARAGOMINAS","PATRIOTA","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"51","149","FRANCISCO RONALDO BARROS DOS SANTOS","BENEVIDES","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","80","JONIVON GONÇALVES DE ARAUJO","ÁGUA AZUL DO NORTE","PL","GO","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"54","1250","SERGIO LUIZ RIBEIRO DA COSTA","PONTA DE PEDRAS","PSD","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"51","1375","AGNALDO PEREIRA AMORIM","ABAETETUBA","PSOL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"57","2090","VALMOR FERREIRA","TUCUMÃ","DEM","PR","MASCULINO","LÊ E ESCREVE","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"55","3075","FRANCISCO LOPES DE FARIAS","SANTANA DO ARAGUAIA","CIDADANIA","CE","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"70","3372.03","MARIA JOSE BEZERRA DO AMARAL","SANTA MARIA DAS BARREIRAS","PL","TO","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"44","2900","EZEQUIAS ALVES DOS SANTOS","SANTANA DO ARAGUAIA","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","1600","JADER ZITO DE ALMEIDA RUAS","RONDON DO PARÁ","PSDB","MG","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","45041.8","MARILIA TELLES RODRIGUES","BELÉM","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"45","900","JOAO BOSCO JORDAO DAMASCENO","BUJARU","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","9262.89","MARIA DO SOCORRO DE CARVALHO RIBEIRO","ANANINDEUA","PT","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","300","JULIO MARCOS DA SILVA CORREA","MAGALHÃES BARATA","PTC","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"42","520","JOSÉ RONALDO VIEIRA BELO","ANANINDEUA","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"51","2000","MARIA JACIRENE DE LIMA","ANANINDEUA","PSC","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","2230","JAIME VERAS DA SILVA","BUJARU","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","S","S","ELEITO"
"56","594.27","MANOEL TELES DE OLIVEIRA","CURRALINHO","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","S","S","NÃO ELEITO"
"47","172.75","VALMIR GALVÃO DOS SANTOS","CASTANHAL","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"49","594.27","JOEL LEAL COELHO","CURUÇÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"59","2594.27","ZELIÃO LUNA ALENCAR","CASTANHAL","PT","PE","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"49","1517.5","OSVALDO MORAES NONATO","SALVATERRA","PTB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"50","2880","JAIR NAZARENO RODRIGUES LIMA","BELÉM","PODE","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","N","NÃO ELEITO"
"49","400","CARLOS CLEBER DE MORAES GONÇALVES","SALVATERRA","SOLIDARIEDADE","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"53","880","CARLOS SIMEAO PEIXOTO RAMOS","OEIRAS DO PARÁ","PP","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"57","1014.61","FRANCISCO CARLOS DA SILVA","SANTA MARIA DO PARÁ","PSD","CE","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"54","3500","RENATO SOARES DA SILVA","CURIONÓPOLIS","PL","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"54","1394.9","EGILENE MARIA DA COSTA SILVA","ELDORADO DOS CARAJÁS","MDB","MA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"50","1200","ROSA MARIA SOUSA DE ARAUJO","CURIONÓPOLIS","DEM","PI","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","400","JOAO DENIS SOUSA PEREIRA","PORTEL","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"51","743.5","MIRTES CLEIDE MAGALHAES DE LIMA FERREIRA","ANANINDEUA","PDT","PA","FEMININO","ENSINO MÉDIO COMPLETO","VIÚVO(A)","BRANCA","N","S","NÃO ELEITO"
"47","1050","DINAL PEREIRA DE FREITAS","TAILÂNDIA","PL","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"47","690","PEDRO DE SOUZA MEDEIROS","TAILÂNDIA","PROS","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","368","DIANA DANTAS BRAGA","TAILÂNDIA","PL","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"52","4340","JOAQUIM PEREIRA DA SILVA","SANTANA DO ARAGUAIA","PTB","BA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","2466.5","RAIMUNDO LUZ BRITO","REDENÇÃO","CIDADANIA","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"44","4000","JACKSON FERREIRA COSTA","CURIONÓPOLIS","AVANTE","PI","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","200","IVANILTON FERREIRA DA SILVA","OURÉM","PSB","ES","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","1980","OTACILIO DE SOUSA ANDRADE","MARITUBA","PTB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","1244.27","EDNALDO NEVES DA SILVA","ACARÁ","PT","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
"49","930","LUCIMAURO ALBUQUERQUE DA CUNHA","INHANGAPI","PL","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"49","2695.9","MARIA BETANIA HOSANA DA CONCEIÇÃO AQUINO","NOVA ESPERANÇA DO PIRIÁ","PL","PE","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","2314.9","FERNANDO AUGUSTO DA CONCEIÇÃO SILVA","BELÉM","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","15691.69","SIMÃO DA SILVA VITALINO","BENEVIDES","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","S","S","ELEITO"
"52","2424.9","LUIZ GONZAGA DA CONCEICAO DE PINHO","ANAJÁS","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","AMARELA","N","S","NÃO ELEITO"
"49","850","DIVALDO NEGRÃO CARNEIRO","ABAETETUBA","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","N","NÃO ELEITO"
"49","3500","JOAO SANTANA DE CARVALHO FILHO","NOVA IPIXUNA","PTB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PRETA","N","S","ELEITO"
"52","898.6","MARIA SEBASTIANA FERREIRA DA SILVA","SÃO SEBASTIÃO DA BOA VISTA","PT","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"51","600","MARCELINO DE OLIVEIRA","ANANINDEUA","PSB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"51","300","AFONSO FERREIRA MORAES","ANANINDEUA","SOLIDARIEDADE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"48","1320","MÔNICA DOS SANTOS COELHO","MARITUBA","MDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"50","15900","MARCIEL SARAIVA DE ALMEIDA","BELÉM","AVANTE","GO","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"49","9900","MARCIA MARIA POJO RODRIGUES","ANANINDEUA","PSC","PA","FEMININO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","BRANCA","N","S","NÃO ELEITO"
"70","778.55","VARLICE MARIA GOMES GONÇALVES","ANANINDEUA","DEM","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","N","NÃO ELEITO"
"50","260","MARIA GORETTE FERREIRA PANTOJA","BELÉM","PP","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PRETA","N","N","NÃO ELEITO"
"50","1500","JACQUELINE DA SILVA ALMEIDA","ALTAMIRA","PTB","MA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"52","1900","MARCIO FERREIRA CHAGAS","ANANINDEUA","PC do B","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
"48","1100","ANDERSON DENIS DA SILVA SANTOS","IGARAPÉ-AÇU","REPUBLICANOS","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"55","350","GERALDO JOSE DA SILVA","CUMARU DO NORTE","MDB","GO","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","16472.13","JOCIANE DE JESUS BITENCOURT DIAS","ABAETETUBA","PSDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"48","600","CARLOS MIGUEL BARBOZA LOBO","NOVA TIMBOTEUA","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","10547","PEDRO AFONSO KEHRLE RIBEIRO LOPES","CAPANEMA","MDB","PE","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","ELEITO"
"50","112.95","JERONIMO RAIOL LOBO","REDENÇÃO","PC do B","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"47","3623.2","ANA MARIA DE JESUS LIMA DA COSTA","IGARAPÉ-MIRI","REPUBLICANOS","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","S","S","ELEITO"
"50","858","DEUZIMAR DE SOUSA PEREIRA LIMA","SÃO FÉLIX DO XINGU","PTB","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"53","648.5","UZIEL DA SILVA MONTEIRO","ANANINDEUA","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","500","ADAMASTOR DA SILVA GOMES","TRACUATEUA","CIDADANIA","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"50","700","ROSILENE CARDOSO DA SILVA","IGARAPÉ-MIRI","PTB","PA","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"49","3160","PAULO ROBERTO DO ROSÁRIO BARROS","VISEU","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"52","110.45","ANTONIO CARLOS DA SILVA MACHADO","SÃO MIGUEL DO GUAMÁ","PDT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"50","2975.08","JADILSON FIGUEIRA DA SILVA","NOVO REPARTIMENTO","SOLIDARIEDADE","TO","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"65","11400","JOAQUIM ARISTIDES ARAUJO CAMPOS","BELÉM","MDB","RJ","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","S","S","NÃO ELEITO"
"53","212","NAISSON GUIMARAES DA SILVA FILHO","JURUTI","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","S","N","NÃO ELEITO"
"52","2321.5","MARIA DO SOCORRO LEITE PEREIRA","OURILÂNDIA DO NORTE","PSB","AP","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"59","700","RAIMUNDO DOS SANTOS SOUZA","ORIXIMINÁ","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"62","2650","JOÃO JAIR ALVES","ULIANÓPOLIS","PT","SC","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"51","2500","ELBER GONÇALVES DE AZEVEDO","JURUTI","DEM","AM","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"58","1225","HURTED MARTINS BATISTA","CAPANEMA","PTB","CE","MASCULINO","LÊ E ESCREVE","CASADO(A)","BRANCA","N","N","NÃO ELEITO"
"61","3050","ORLANDO DOMINGOS BIANCHINI","NOVO PROGRESSO","PATRIOTA","RS","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"56","3675","ISAMARES SOARES DE MACEDO","BREU BRANCO","PL","MA","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","BRANCA","S","S","NÃO ELEITO"
"63","18751.85","AGNALDO CIRINO DE OLIVEIRA SANTOS","ITAITUBA","MDB","BA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"66","600","ANTONIO BORGES GOMES","PARAGOMINAS","PTB","MA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"52","800","JOSÉ HIPÓLITO FERREIRA ALMEIDA","MOJUÍ DOS CAMPOS","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"63","5199.5","MARIA DAS GRAÇAS DA SILVA SANTANA","TUCURUÍ","PTB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","N","NÃO ELEITO"
"49","2000","ALBA GIZELE FERREIRA OLIVEIRA","SANTARÉM","CIDADANIA","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"48","1318","ANTONIO FRANCISCO MIRANDA DA SILVA","ALTAMIRA","PSD","AP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"50","5232.72","JARI EDNEI TEIXEIRA","MEDICILÂNDIA","PDT","MT","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","S","S","ELEITO"
"50","1000","JONIVAL SILVA NEVES","BELTERRA","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"47","1300","ADEMIR MACEDO DA SILVA","JACAREACANGA","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SEPARADO(A) JUDICIALMENTE","PARDA","N","S","NÃO ELEITO"
"49","6939.3","ANTONIO ALVES DE SOUZA","ITAITUBA","PSL","MA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","4000","SANDECLEI BEZERRA DO MONTE","SANTARÉM","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"54","643.9","GILSON AURELIO SOUZA ROCHA","ANAPU","PSC","MG","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"45","3214","IVAN CARLOS FEITOSA DE FREITAS","ANANINDEUA","PRTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"49","150","RAUL ROCHA SILVA","CURUÁ","PC do B","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"48","2600","MARCINELE NOGUEIRA BENTES","ALMEIRIM","PSC","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"49","7238.3","LUIS ALBERTO CHAVES FREIRE","ALENQUER","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"49","2082","JOSE ROBERTO FERREIRA SILVA","NOVO PROGRESSO","DEM","MA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"45","1500","ADRYANA RAKEL BENTES DA SILVA","SANTARÉM","AVANTE","AM","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","5033.46","WELLINGTON DE SOUZA VELOSO","BELÉM","PDT","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"51","500","BENEDITO MARIO SOARES ROSA","CAPANEMA","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"50","1500","JOSE FREDSON DOS REIS DE OLIVEIRA","BAIÃO","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","1189.03","SANDRA MARIA FERREIRA DA SILVA ARAUJO","BREU BRANCO","PT","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"54","303","EDNILSE CAVALCANTI ALBUQUERQUE","ANANINDEUA","PV","PE","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"44","890","FABIANO AUGUSTO MONTEIRO FERNANDES","BELÉM","PROS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"46","600","CLEIDENILSON LEMOS PANTOJA","BAIÃO","PDT","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"50","80","MARIA DOS MILAGRES GOMES PINTO","ÁGUA AZUL DO NORTE","PL","PI","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","6196","ALONSO TORRES DA SILVA","MEDICILÂNDIA","PT","ES","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"50","860.45","ALESSANDRA DE SOUZA E SOUZA","IPIXUNA DO PARÁ","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"62","1499.9","EDITH PEREIRA DE SOUSA","PALESTINA DO PARÁ","PSDB","MG","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"63","700","MARIA IRENE PEREIRA NORONHA","MÃE DO RIO","PTB","CE","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"51","79.9","REGINALDO LOPES DA SILVA","IPIXUNA DO PARÁ","PTB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"53","10950","MARCO ANTONIO ABIFAIÇAL DE FIGUEIREDO","BELÉM","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","5093.59","ROGELIO CEBULISKI","SANTARÉM","PSB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","4940","MARIANA SILVA BARROS","TUCURUÍ","MDB","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"51","975.75","MARIA DO SOCORRO MARQUES DOS SANTOS","ALENQUER","PODE","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"47","1980","ANTONIO OTAVIO DA SILVA SANTOS","BAIÃO","REPUBLICANOS","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"50","130","ELIZANETE ROCHA DE OLIVEIRA","SANTA LUZIA DO PARÁ","AVANTE","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"49","3700","ANTONIO CLAUDIO DIAS DA SILVA","CAPANEMA","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"50","5827.25","ELIEZIO SIDNEY DAMASCENO DA SILVA","SÃO MIGUEL DO GUAMÁ","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"48","1354.9","JOÃO BATISTA DE DEUS","REDENÇÃO","CIDADANIA","GO","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"50","150","CARLOS ALBERTO LIMA PAIVA","CURUÇÁ","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","27516.16","ED WELLINGTON DE ALMEIDA PEREIRA","ANANINDEUA","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","S","S","ELEITO"
"31","200","MARIA APARECIDA ROCHA DE SOUZA","NOVA IPIXUNA","PSD","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"50","9500","MARIA IVANEIDE MEDEIROS NEVES","IGARAPÉ-AÇU","PODE","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
"51","500","ELIUDE DE NEGREIROS VEIGA","CASTANHAL","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PRETA","N","S","NÃO ELEITO"
"49","500","JOSE ARNALDO MOREIRA DOS SANTOS","CASTANHAL","PTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"46","2620","AUGUSTO NAZARENO DO ROSÁRIO","CASTANHAL","PODE","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
"51","70.45","FRANCISCO VALDENISO FREITAS DA SILVA","IPIXUNA DO PARÁ","PSD","CE","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","ELEITO"
"62","1170","ANTONIO MENDES SOBRINHO","ABEL FIGUEIREDO","PP","ES","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","S","S","NÃO ELEITO"
"53","650","GILMAR RIBAS DOS SANTOS","BOM JESUS DO TOCANTINS","PSB","ES","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","S","S","ELEITO"
"52","200","MARIA APARECIDA DE SOUSA","GARRAFÃO DO NORTE","PL","CE","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
